,scaled_amount,scaled_time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Class
7418,-0.2011821750113631,-1.785540511837436,-1.38638048314706,2.19954344694943,1.52580664648654,2.9544805847723903,0.26442481705815196,-0.23975725472723303,0.953239295333845,-1.33662648015636,-0.447353072135381,0.922798899872555,1.01137818118536,-2.27331449931856,2.8679078931769,1.4988088692314399,0.152470513408551,-0.664464532535064,0.9514244699790941,-0.14789981299116198,0.649331593251946,-0.13105466476300598,0.662083806073538,-0.0866712279508527,-0.118522287166063,0.700996879767426,0.38031752063434004,0.19735521626312602,-0.896646661759176,-0.40929310133120095,0
154234,-0.3492313067728856,0.12866687104613705,-23.984746649579396,16.6978316913154,-22.209874815521,9.584968620214902,-16.2304387891461,2.5963326575288703,-33.2393281671892,-21.560039454692898,-10.8425258685569,-19.836148851696,3.22323270290842,-10.8951335063028,-1.52345240330584,0.116303256118652,-3.09880532704263,-7.606424575114829,-18.108261022976603,-7.51186615794432,-1.2432851572289798,5.80455066066397,-12.615022864421501,5.77408726884239,2.7502214496328996,0.513411099654255,-1.6088038039511698,-0.45962438754052704,-4.62612660780224,-0.334560720645878,1
173753,-0.20989800291414784,0.5646501239472999,0.345932057838127,-0.0242383120145594,-0.24997276383358102,-2.12179071915601,0.46102591722023395,-0.265106813199238,0.39916836244909204,-0.121305054153066,-1.5448174916800201,0.33730089331760993,0.620181179771062,0.0765645909060453,1.1215294222226202,-0.170873929321771,-0.8121617430126329,1.2723360923404,-0.488330705043627,-0.567750594255536,0.6325154605268399,0.177209368669475,0.557693954790035,1.4890205015682,-0.21903088445257102,0.356435216822377,0.0704666503489404,-0.0270192263233652,-0.007897074486731291,-0.0163543589766844,0
222133,0.22569348791539245,1.0113308021031857,-3.6138504550280297,-0.922135693038651,-4.74988736419275,3.37300132781874,-0.545207025424103,-1.17130106266974,-4.1723145714101895,1.51701594293521,-1.7758326807879201,-3.7540539230556202,2.73157578227581,-3.4893746472906297,1.5473800890991598,-4.57126773103714,-0.517958568740869,-4.23908653141223,-9.250634510006991,-2.4348278029986,1.98738627690236,-0.320540972806239,0.7867870185412,0.893064859228385,1.03490656705841,0.097671080445461,-1.34555112500186,-0.7883289132426891,1.05544197476733,0.0999714026087802,1
15506,0.046539245565032604,-1.4301459330501038,-21.885433905174104,12.9305051249875,-24.098871851647,6.203314192347221,-16.466099122787398,-4.459842125502861,-16.519835984614,14.535564715191601,-3.89702188761405,-8.6507583293562,5.375433907243901,-7.5672135406993695,0.461807829323489,-7.82789139878016,-0.0228148529460228,-6.5780415025567605,-13.0024594617382,-4.88446723880536,1.10435473489394,1.6119982189969,1.76223176917351,-1.57905510076487,-0.9510427448205541,0.13456529188962,1.5071103976821203,-0.22267085685559398,1.52765527810284,0.45369863899322294,1
201357,-0.3172865980833214,0.8220200677725514,2.0465178950007,0.22431506017512304,-1.6459581649778998,0.425365184533289,0.5112708088475589,-0.816313866433745,0.271824800479325,-0.293352841119293,0.285995015193167,-0.428801631607801,-0.20873897956455603,0.897519926220521,1.36058338854489,-1.09323382113581,0.102303937479111,0.169633724676309,0.489126761677885,-0.587226463708709,-0.0656721265601707,-0.0662815048451645,-0.33304981764021097,-0.799786112186226,0.336005139368684,0.6155007743984781,-0.243879555640275,0.165765892570362,-0.0521667640528151,-0.025973573504472002,0
5101,-0.11434374287903071,-1.896242016884838,-1.34758353920455,1.4210386981835201,1.65463407359856,0.22089858327668105,0.115013209539521,-0.00110822707734901,0.9401011111366129,0.18801856463497896,1.1042654599743602,-1.1141619990026002,0.0970455443625958,-2.33569471309685,1.20549818235832,1.39637807035716,-1.56590520002731,-0.433686885798819,0.7175506376187819,-0.625910996902869,-1.4104174963549,-0.191585514441114,-0.254208564611823,-0.239782706927809,-0.30756061229064,0.00561993773386125,0.7437174208732951,-0.5043312261167471,-0.138841920306482,-0.193211356183938,0
245347,-0.3433541200677968,1.219172509316018,0.0510754846328574,1.31042652386526,0.733222065309853,2.62028192286183,1.4023576144928203,0.5284885647381721,1.08601442622803,-0.146422713225732,-1.72433297471822,1.28016674259048,0.470864719590572,0.43554195900858,0.594974116113431,-0.142098601080574,-2.02473460275883,0.828290651436422,-1.27478714656577,0.134277305184542,-1.48943421708841,-0.125876996990695,0.229936134951611,0.7669265667659759,-0.18962366762070398,0.766852957965077,-0.141400750027805,-0.0772779620355944,-0.29759539535715995,-0.221816034161724,1
52644,0.8739831642624319,-1.0369523811678343,0.7764538132562259,-1.55653863982887,-1.0460228374435199,-0.232328145891924,1.09274083380888,3.92224323703842,-0.8075875287878309,0.860673584593745,-0.7691543686988922,0.670562060839014,-0.66052230914356,-0.11198566207025802,0.307322049107897,-0.00047311480218549805,0.4304112851585471,-1.08867308834765,-0.53716159149643,1.7223040085481,-0.792108610331504,0.18597924907181895,-0.251492787262026,-0.938852283087111,-0.27547677097348905,0.9772829391220509,0.496520480894854,-0.35238013371469495,0.0169079465963679,0.07970072241165599,0
240801,-0.2932581000577542,1.178025326348047,2.20175460988471,-0.704848444447991,-1.31118352951215,-0.6125713329993531,-0.20590992278474105,-0.200874144725225,-0.49345181503396796,-0.18675030464638104,-0.36156960228608204,0.8434438803655849,-1.5785424532531003,0.0966629808381896,1.1080582485200001,-0.18678960715502502,0.0963684629001139,-1.2790304072463201,-0.4101607286758371,1.03582799110794,-0.520015095459467,-0.502303531638997,-0.4298068243065129,-0.629460950565071,0.22424041163534303,0.10048800666187599,-0.183269318285467,0.561169180307361,-0.0450870349026941,-0.052946917088522005,0
